SMILES,G01,G02,G03,G04,T01,T02,T03,B01,B02,H01
C(CCC[Pt])(CC[Pt])([Pt])[Pt],0,3,0,0,2,0,0,0,1,0
C(C(CCC[Pt])([Pt])[Pt])([Pt])([Pt])C,1,2,0,0,1,0,0,0,2,0
C(CCC[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,3,0,0,1,0,0,1,1,0
C(C(C[Pt])[Pt])(CCC[Pt])([Pt])[Pt],0,2,0,0,2,1,0,0,1,0
C(CCCCC([Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,4,0,0,0,0,0,0,0,2
C(CCCC(C[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,1,0,0,0,1,1
C(CC(CCC[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,1,0,0,0,1,1
C(C(CCC[Pt])([Pt])[Pt])(C[Pt])([Pt])[Pt],0,2,0,0,2,0,0,0,2,0
C(CCCC([Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,0,0,0,0,0,2
C(C([Pt])([Pt])[Pt])(CCC[Pt])([Pt])[Pt],0,2,0,0,1,0,0,0,1,1
C(CCCC(C([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,0,1,0,1,0,1
C(C(C([Pt])[Pt])[Pt])(CCC[Pt])([Pt])[Pt],0,2,0,0,1,1,0,1,1,0
C(CCCC(C([Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,0,1,0,0,0,2
C(CCCC(C([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,0,0,0,1,1,1
C(C(C(CCC[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(C(C([Pt])[Pt])([Pt])[Pt])(CCC[Pt])([Pt])[Pt],0,2,0,0,1,0,0,1,2,0
C(C[Pt])(CC[Pt])(CC[Pt])[Pt],0,2,0,0,3,0,1,0,0,0
C(CC[Pt])(CC[Pt])([Pt])[Pt],0,2,0,0,2,0,0,0,1,0
C(C[Pt])(C[Pt])(CC[Pt])[Pt],0,1,0,0,3,0,1,0,0,0
C(CC(CC[Pt])([Pt])[Pt])([Pt])([Pt])C,1,2,0,0,1,0,0,0,2,0
C(C(C[Pt])(CC[Pt])[Pt])([Pt])([Pt])C,1,1,0,0,2,0,1,0,1,0
C(CCC([Pt])[Pt])(CC[Pt])([Pt])[Pt],0,3,0,0,1,0,0,1,1,0
C(CC[Pt])(CC(C[Pt])[Pt])([Pt])[Pt],0,2,0,0,2,1,0,0,1,0
C(C[Pt])(CC[Pt])(CC([Pt])[Pt])[Pt],0,2,0,0,2,0,1,1,0,0
C(C(C[Pt])[Pt])(C[Pt])(CC[Pt])[Pt],0,1,0,0,3,1,1,0,0,0
C(CC[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,0,0,1,1,0
C(C([Pt])[Pt])(C[Pt])(CC[Pt])[Pt],0,1,0,0,2,0,1,1,0,0
C(CCC(CC[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,1,0,0,0,1,1
C(C[Pt])(CC(CC[Pt])([Pt])[Pt])([Pt])[Pt],0,2,0,0,2,0,0,0,2,0
C(C[Pt])(CCC(C[Pt])([Pt])[Pt])([Pt])[Pt],0,2,0,0,2,0,0,0,2,0
C(CC(C[Pt])(CC[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,2,0,1,0,0,1
C(C(C[Pt])(CC[Pt])[Pt])(C[Pt])([Pt])[Pt],0,1,0,0,3,0,1,0,1,0
C(CC(CC[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,0,0,0,1,1
C(CCC(C[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,0,0,0,1,1
C(C(C[Pt])(CC[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,2,0,1,0,0,1
C(CC[Pt])(CC(C([Pt])[Pt])[Pt])([Pt])[Pt],0,2,0,0,1,1,0,1,1,0
C(C[Pt])(CCC(C([Pt])[Pt])[Pt])([Pt])[Pt],0,2,0,0,1,1,0,1,1,0
C(C(C([Pt])[Pt])[Pt])(C[Pt])(CC[Pt])[Pt],0,1,0,0,2,1,1,1,0,0
C(C(CC(CC[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(CC[Pt])(CC(C([Pt])[Pt])([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,0,0,1,2,0
C(C[Pt])(CCC(C([Pt])([Pt])[Pt])[Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(C[Pt])(CCC(C([Pt])[Pt])([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,0,0,1,2,0
C(C(C(C[Pt])(CC[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,2,1,1,0,0,1
C(C(C[Pt])(CC[Pt])[Pt])(C([Pt])[Pt])([Pt])[Pt],0,1,0,0,2,0,1,1,1,0
C(C(CC[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,0,0,0,2,0
C(C(C[Pt])[Pt])(CC[Pt])([Pt])[Pt],0,1,0,0,2,1,0,0,1,0
C(C(C)C)(CC[Pt])([Pt])[Pt],2,1,1,0,1,0,0,0,1,0
C(C(C[Pt])C)(CC[Pt])([Pt])[Pt],1,1,1,0,2,0,0,0,1,0
C(C(C[Pt])([Pt])[Pt])(CC[Pt])([Pt])[Pt],0,1,0,0,2,0,0,0,2,0
C(C(CC[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,0,0,0,1,1
C(CCC([Pt])([Pt])[Pt])([Pt])(C)C,2,2,0,0,0,0,1,0,0,1
C(C(CC[Pt])([Pt])[Pt])([Pt])(C)C,2,1,0,0,1,0,1,0,1,0
C(C[Pt])(CCC([Pt])([Pt])[Pt])([Pt])C,1,2,0,0,1,0,1,0,0,1
C(C(CC[Pt])([Pt])[Pt])(C[Pt])([Pt])C,1,1,0,0,2,0,1,0,1,0
C(C(C([Pt])[Pt])[Pt])(CC[Pt])([Pt])[Pt],0,1,0,0,1,1,0,1,1,0
C(C(CC)[Pt])(CC[Pt])([Pt])[Pt],1,2,0,0,1,1,0,0,1,0
C(C(CC[Pt])[Pt])(CC[Pt])([Pt])[Pt],0,2,0,0,2,1,0,0,1,0
C(CCC(C[Pt])C[Pt])([Pt])([Pt])[Pt],0,2,1,0,2,0,0,0,0,1
C(C(C[Pt])C[Pt])(CC[Pt])([Pt])[Pt],0,1,1,0,3,0,0,0,1,0
C(C(C([Pt])C)[Pt])(CC[Pt])([Pt])[Pt],1,1,0,0,1,2,0,0,1,0
C(C(C([Pt])[Pt])C)(CC[Pt])([Pt])[Pt],1,1,1,0,1,0,0,1,1,0
C(CCC(C([Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,2,0,0,0,0,1,1,0,1
C(C(C(CC[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,1,0,0,2,0
C(C(CC[Pt])([Pt])[Pt])(C([Pt])[Pt])([Pt])C,1,1,0,0,1,0,1,1,1,0
C(C(CC([Pt])[Pt])[Pt])(CC[Pt])([Pt])[Pt],0,2,0,0,1,1,0,1,1,0
C(CCC(C([Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,2,1,0,1,0,0,1,0,1
C(C(C([Pt])[Pt])C[Pt])(CC[Pt])([Pt])[Pt],0,1,1,0,2,0,0,1,1,0
C(C(C(C[Pt])[Pt])[Pt])(CC[Pt])([Pt])[Pt],0,1,0,0,2,2,0,0,1,0
C(CCC(C([Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,1,0,0,0,2
C(CCC(C([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,0,0,1,1,1
C(C(C(CC[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,1,0,0,1,1
C(C(C([Pt])[Pt])([Pt])[Pt])(CC[Pt])([Pt])[Pt],0,1,0,0,1,0,0,1,2,0
C(C(CC)([Pt])[Pt])(CC[Pt])([Pt])[Pt],1,2,0,0,1,0,0,0,2,0
C(C(CC[Pt])([Pt])[Pt])(CC[Pt])([Pt])[Pt],0,2,0,0,2,0,0,0,2,0
C(C[Pt])(C[Pt])(C[Pt])[Pt],0,0,0,0,3,0,1,0,0,0
C(C(C[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,2,0,1,0,1,0
C(C[Pt])(C[Pt])(CC([Pt])[Pt])[Pt],0,1,0,0,2,0,1,1,0,0
C(C(C[Pt])[Pt])(C[Pt])(C[Pt])[Pt],0,0,0,0,3,1,1,0,0,0
C(C([Pt])[Pt])(C[Pt])(C[Pt])[Pt],0,0,0,0,2,0,1,1,0,0
C(C(C)C)(C[Pt])(C[Pt])[Pt],2,0,1,0,2,0,1,0,0,0
C(C[Pt])(C[Pt])(CCC)[Pt],1,2,0,0,2,0,1,0,0,0
C(C[Pt])(C[Pt])(CC([Pt])C)[Pt],1,1,0,0,2,1,1,0,0,0
C(C(C[Pt])C)(C[Pt])(C[Pt])[Pt],1,0,1,0,3,0,1,0,0,0
C(C[Pt])(C[Pt])(CCC[Pt])[Pt],0,2,0,0,3,0,1,0,0,0
C(C[Pt])(CC(C[Pt])([Pt])[Pt])([Pt])[Pt],0,1,0,0,2,0,0,0,2,0
C(CC(C[Pt])(C[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,2,0,1,0,0,1
C(C(C[Pt])(C[Pt])[Pt])(C[Pt])([Pt])[Pt],0,0,0,0,3,0,1,0,1,0
C(C(C[Pt])(C[Pt])[Pt])([Pt])([Pt])[Pt],0,0,0,0,2,0,1,0,0,1
C(CC(C[Pt])([Pt])[Pt])([Pt])(C)C,2,1,0,0,1,0,1,0,1,0
C(C(C[Pt])(C[Pt])[Pt])([Pt])(C)C,2,0,0,0,2,0,2,0,0,0
C(C[Pt])(CC(C[Pt])([Pt])[Pt])([Pt])C,1,1,0,0,2,0,1,0,1,0
C(CC(C[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,1,0,0,2,0,1,0,1,0
C(C(C[Pt])(C[Pt])[Pt])(C[Pt])([Pt])C,1,0,0,0,3,0,2,0,0,0
C(C(C([Pt])[Pt])[Pt])(C[Pt])(C[Pt])[Pt],0,0,0,0,2,1,1,1,0,0
C(C(CC)[Pt])(C[Pt])(C[Pt])[Pt],1,1,0,0,2,1,1,0,0,0
C(C[Pt])(C[Pt])(CCC([Pt])[Pt])[Pt],0,2,0,0,2,0,1,1,0,0
C(C(CC[Pt])[Pt])(C[Pt])(C[Pt])[Pt],0,1,0,0,3,1,1,0,0,0
C(C[Pt])(CC(C[Pt])C[Pt])([Pt])[Pt],0,1,1,0,3,0,0,0,1,0
C(C[Pt])(C[Pt])(CC(C[Pt])[Pt])[Pt],0,1,0,0,3,1,1,0,0,0
C(C[Pt])(C[Pt])(C(C[Pt])C[Pt])[Pt],0,0,1,0,4,0,1,0,0,0
C(C(C([Pt])C)[Pt])(C[Pt])(C[Pt])[Pt],1,0,0,0,2,2,1,0,0,0
C(C(C([Pt])[Pt])C)(C[Pt])(C[Pt])[Pt],1,0,1,0,2,0,1,1,0,0
C(C([Pt])[Pt])(CC(C[Pt])([Pt])[Pt])([Pt])C,1,1,0,0,1,0,1,1,1,0
C(C(C(C[Pt])(C[Pt])[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,2,1,1,0,1,0
C(C(C[Pt])(C[Pt])[Pt])(C([Pt])[Pt])([Pt])C,1,0,0,0,2,0,2,1,0,0
C(CC(C(C[Pt])(C[Pt])[Pt])[Pt])([Pt])[Pt],0,1,0,0,2,1,1,1,0,0
C(C[Pt])(CC(C([Pt])[Pt])C[Pt])([Pt])[Pt],0,1,1,0,2,0,0,1,1,0
C(C[Pt])(C[Pt])(CC(C([Pt])[Pt])[Pt])[Pt],0,1,0,0,2,1,1,1,0,0
C(C[Pt])(C[Pt])(C(C([Pt])[Pt])C[Pt])[Pt],0,0,1,0,3,0,1,1,0,0
C(C(C(C[Pt])[Pt])[Pt])(C[Pt])(C[Pt])[Pt],0,0,0,0,3,2,1,0,0,0
C(C(CC(C[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,1,0,0,1,1
C(C[Pt])(CC(C([Pt])[Pt])([Pt])[Pt])([Pt])[Pt],0,1,0,0,1,0,0,1,2,0
C(C(C(C[Pt])(C[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,0,0,0,2,1,1,0,0,1
C(C(C[Pt])(C[Pt])[Pt])(C([Pt])[Pt])([Pt])[Pt],0,0,0,0,2,0,1,1,1,0
C(C(C[Pt])(C[Pt])[Pt])(CC)([Pt])[Pt],1,1,0,0,2,0,1,0,1,0
C(CCC(C[Pt])(C[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,2,0,1,0,0,1
C(C(C[Pt])(C[Pt])[Pt])(CC[Pt])([Pt])[Pt],0,1,0,0,3,0,1,0,1,0
C(C[Pt])(CC(C[Pt])(C[Pt])[Pt])([Pt])[Pt],0,1,0,0,3,0,1,0,1,0
C(C(C[Pt])(C[Pt])[Pt])(C[Pt])(C[Pt])[Pt],0,0,0,0,4,0,2,0,0,0
C(CC(C([Pt])([Pt])C)([Pt])[Pt])([Pt])([Pt])C,2,1,0,0,0,0,0,0,3,0
C(CC(CC([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,2,0,0,0,0,0,1,2,0
C(CC(C(C[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,1,0,0,2,0
C(CC(CC([Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,2,0,0,0,0,0,0,2,1
C(CC(C(C[Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,0,0,0,3,0
C(CC(CC([Pt])([Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,2,0,0,0,0,1,0,0,2
C(CC(C(C[Pt])([Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,1,0,0,1,0,1,0,1,1
C(CC(C([Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,0,0,0,2,1
C(CC(C([Pt])([Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,1,0,0,0,0,1,0,0,2
C(CC(C(C([Pt])[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,1,0,1,2,0
C(CC(C(C([Pt])[Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,1,0,0,0,1,1,1,0,1
C(CC(C(C([Pt])([Pt])[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,1,0,0,2,1
C(CC(C(C([Pt])[Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,0,0,1,3,0
C(CC(C(C([Pt])([Pt])[Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,1,0,0,0,1,1,0,0,2
C(CC(C(C([Pt])[Pt])([Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,1,0,0,0,0,1,1,1,1
C(C(C([Pt])([Pt])C)(C[Pt])[Pt])([Pt])([Pt])C,2,0,0,0,1,0,1,0,2,0
C(C(CCC([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,2,0,0,0,0,0,1,2,0
C(C(CC(C[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,1,0,0,2,0
C(C(C[Pt])(CC([Pt])[Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,0,1,1,1,0
C(C(C(C[Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,2,1,1,0,1,0
C(C(CC([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,0,0,1,2,0
C(C(C([Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,1,0,1,1,1,0
C(C(CCC([Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,2,0,0,0,0,0,0,2,1
C(C(CC(C[Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,1,0,0,0,3,0
C(CC(C([Pt])([Pt])C)(C[Pt])[Pt])([Pt])([Pt])[Pt],1,1,0,0,1,0,1,0,1,1
C(C(C(C[Pt])([Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,2,0,1,0,2,0
C(C(C[Pt])([Pt])[Pt])(C(C[Pt])([Pt])[Pt])([Pt])C,1,0,0,0,2,0,1,0,2,0
C(C(CC([Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,0,0,0,2,1
C(C(C([Pt])([Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,1,0,1,0,1,1
C(C(C(C[Pt])([Pt])[Pt])([Pt])C)([Pt])([Pt])[Pt],1,0,0,0,1,0,1,0,1,1
C(C(CC(C([Pt])[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,1,0,1,2,0
C(C(C(C([Pt])[Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,1,1,1,1,1,0
C(C(C(C([Pt])[Pt])[Pt])([Pt])C)(C[Pt])([Pt])[Pt],1,0,0,0,1,1,1,1,1,0
C(C(CC(C([Pt])([Pt])[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,1,0,0,2,1
C(C(CC(C([Pt])[Pt])([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])C,1,1,0,0,0,0,0,1,3,0
C(C(C(C([Pt])([Pt])C)(C[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],1,0,0,0,1,1,1,0,1,1
C(C(C(C([Pt])[Pt])([Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])C,1,0,0,0,1,0,1,1,2,0
C(C(C(C(C[Pt])([Pt])[Pt])([Pt])C)[Pt])([Pt])([Pt])[Pt],1,0,0,0,1,1,1,0,1,1
C(C(C[Pt])([Pt])[Pt])(C(C([Pt])[Pt])([Pt])[Pt])([Pt])C,1,0,0,0,1,0,1,1,2,0
C(CCC([Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,3,0,0,0,0,0,2,1,0
C(C(C[Pt])[Pt])(CCC([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,1,0,1,1,0
C(CC(CCC([Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,0,1,0,0,0,2
C(CCC(C(C[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(CC(CCC([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,3,0,0,0,0,0,1,1,1
C(C(C[Pt])([Pt])[Pt])(CCC([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,0,0,1,2,0
C(C(CCC([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,0,0,1,1,1
C(CCC(C(C([Pt])[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,2,0,1,0,1
C(C(C([Pt])[Pt])[Pt])(CCC([Pt])[Pt])([Pt])[Pt],0,2,0,0,0,1,0,2,1,0
C(CCC(C(C([Pt])([Pt])[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,2,0,0,0,2
C(CCC(C(C([Pt])[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,1,0,1,1,1
C(C(C(CCC([Pt])[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,1,0,1,1,1
C(C(C([Pt])[Pt])([Pt])[Pt])(CCC([Pt])[Pt])([Pt])[Pt],0,2,0,0,0,0,0,2,2,0
C(CC(C[Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,1,0,1,1,0
C(C(C[Pt])[Pt])(CC(C[Pt])[Pt])([Pt])[Pt],0,1,0,0,2,2,0,0,1,0
C(CC(CC(C[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(CC(C[Pt])CC([Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,1,0,1,0,0,0,0,2
C(CC(C(C[Pt])([Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,1,1,0,2,0,0,0,1,1
C(CC(CC(C[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(C(C[Pt])([Pt])[Pt])(CC(C[Pt])[Pt])([Pt])[Pt],0,1,0,0,2,1,0,0,2,0
C(CC(CC([Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,1,0,0,0,2
C(CC(C([Pt])([Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,1,1,0,1,0,0,0,0,2
C(C(CC(C[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,1,0,0,1,1
C(CC(CC(C([Pt])[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,2,0,1,0,1
C(CC(C(C([Pt])[Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,1,1,0,1,1,0,1,0,1
C(C(C([Pt])[Pt])[Pt])(CC(C[Pt])[Pt])([Pt])[Pt],0,1,0,0,1,2,0,1,1,0
C(CC(CC(C([Pt])([Pt])[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,2,0,0,0,2
C(CC(CC(C([Pt])[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,1,0,1,1,1
C(CC(C(C([Pt])([Pt])[Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,1,1,0,1,1,0,0,0,2
C(CC(C(C([Pt])[Pt])([Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,1,1,0,1,0,0,1,1,1
C(C(C(CC(C[Pt])[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,2,0,0,1,1
C(C(C([Pt])[Pt])([Pt])[Pt])(CC(C[Pt])[Pt])([Pt])[Pt],0,1,0,0,1,1,0,1,2,0
C(C[Pt])(CC([Pt])[Pt])(CC([Pt])[Pt])[Pt],0,2,0,0,1,0,1,2,0,0
C(C(C[Pt])[Pt])(C[Pt])(CC([Pt])[Pt])[Pt],0,1,0,0,2,1,1,1,0,0
C(CC([Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,2,0,0,0,0,0,2,1,0
C(C([Pt])[Pt])(C[Pt])(CC([Pt])[Pt])[Pt],0,1,0,0,1,0,1,2,0,0
C(CCC([Pt])([Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,3,0,0,0,0,0,1,1,1
C(CC([Pt])[Pt])(CC(C[Pt])([Pt])[Pt])([Pt])[Pt],0,2,0,0,1,0,0,1,2,0
C(C[Pt])(CC(C(C[Pt])([Pt])[Pt])[Pt])([Pt])[Pt],0,1,0,0,2,1,0,0,2,0
C(CC(C[Pt])(CC([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,0,1,1,0,1
C(C(C[Pt])(CC([Pt])[Pt])[Pt])(C[Pt])([Pt])[Pt],0,1,0,0,2,0,1,1,1,0
C(CC(CC([Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,0,0,0,1,1,1
C(C(C[Pt])(CC([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,0,1,1,0,1
C(CC(C([Pt])[Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,2,0,0,0,1,0,2,1,0
C(C[Pt])(CC(C(C([Pt])[Pt])[Pt])[Pt])([Pt])[Pt],0,1,0,0,1,2,0,1,1,0
C(C(C([Pt])[Pt])[Pt])(C[Pt])(CC([Pt])[Pt])[Pt],0,1,0,0,1,1,1,2,0,0
C(CC(C([Pt])([Pt])[Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,2,0,0,0,1,0,1,1,1
C(CC([Pt])[Pt])(CC(C([Pt])[Pt])([Pt])[Pt])([Pt])[Pt],0,2,0,0,0,0,0,2,2,0
C(C(C(CC(C[Pt])([Pt])[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,2,0,0,1,1
C(C[Pt])(CC(C(C([Pt])[Pt])([Pt])[Pt])[Pt])([Pt])[Pt],0,1,0,0,1,1,0,1,2,0
C(C(C(C[Pt])(CC([Pt])[Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,1,1,1,0,1
C(C(C[Pt])(CC([Pt])[Pt])[Pt])(C([Pt])[Pt])([Pt])[Pt],0,1,0,0,1,0,1,2,1,0
C(C(C[Pt])[Pt])(C(C[Pt])[Pt])(C[Pt])[Pt],0,0,0,0,3,2,1,0,0,0
C(C(C[Pt])[Pt])(CC([Pt])[Pt])([Pt])[Pt],0,1,0,0,1,1,0,1,1,0
C(C([Pt])[Pt])(C(C[Pt])[Pt])(C[Pt])[Pt],0,0,0,0,2,1,1,1,0,0
C(C[Pt])(C(C(C[Pt])([Pt])[Pt])C[Pt])([Pt])[Pt],0,0,1,0,3,0,0,0,2,0
C(CCC(C(C[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,2,0,0,1,1,0,0,1,1
C(C[Pt])(CC(C(C[Pt])[Pt])([Pt])[Pt])([Pt])[Pt],0,1,0,0,2,1,0,0,2,0
C(CC(C(C[Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,2,1,1,0,0,1
C(C(C(C[Pt])[Pt])(C[Pt])[Pt])(C[Pt])([Pt])[Pt],0,0,0,0,3,1,1,0,1,0
C(CC(C(C[Pt])([Pt])[Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,1,0,0,1,1
C(C(C(C[Pt])([Pt])[Pt])C[Pt])([Pt])([Pt])[Pt],0,0,1,0,2,0,0,0,1,1
C(CC(C(C[Pt])[Pt])([Pt])[Pt])([Pt])([Pt])[Pt],0,1,0,0,1,1,0,0,1,1
C(C(C(C[Pt])[Pt])(C[Pt])[Pt])([Pt])([Pt])[Pt],0,0,0,0,2,1,1,0,0,1
C(C(CC(C([Pt])[Pt])[Pt])[Pt])(C[Pt])([Pt])[Pt],0,1,0,0,1,2,0,1,1,0
C(C(C(C([Pt])[Pt])[Pt])C[Pt])(C[Pt])([Pt])[Pt],0,0,1,0,2,1,0,1,1,0
C(C(C[Pt])[Pt])(CC(C([Pt])[Pt])[Pt])([Pt])[Pt],0,1,0,0,1,2,0,1,1,0
C(C(C[Pt])[Pt])(C(C([Pt])[Pt])[Pt])(C[Pt])[Pt],0,0,0,0,2,2,1,1,0,0
C(C(CC(C([Pt])([Pt])[Pt])[Pt])[Pt])(C[Pt])([Pt])[Pt],0,1,0,0,1,2,0,0,1,1
C(C([Pt])[Pt])(CC(C(C[Pt])([Pt])[Pt])[Pt])([Pt])[Pt],0,1,0,0,1,1,0,1,2,0
C(C(C(C(C[Pt])([Pt])[Pt])C[Pt])[Pt])([Pt])([Pt])[Pt],0,0,1,0,2,1,0,0,1,1
C(C(C(C([Pt])[Pt])([Pt])[Pt])C[Pt])(C[Pt])([Pt])[Pt],0,0,1,0,2,0,0,1,2,0
